filename,question,A,B,C,D,correct_label
73272.mp3,Which sound event starts earliest in the given audio?,Raining,Singing,Fire Alarm,Electronic Beep,A
43802.mp3,Which sound event starts earliest in the given audio?,Rattling,Siren,Vehicle braking,Cowbell Ringing,B
468041.mp3,Which sound event starts earliest in the given audio?,Phone Ringing,Atmospheric Sounds,Announcement,Saxophone,C
570584.mp3,Which sound event starts earliest in the given audio?,Violin Playing,Vehicle engine,Thunder,Machine sounds,D
428072.mp3,Which sound event starts earliest in the given audio?,Human Speech,Ship_Boat sound,Bell Ringing,Insect Buzzing,A
424874.mp3,Which sound event starts earliest in the given audio?,Train sound,Trumpet,Button Press,Wolf Howl,B
588299.mp3,Which sound event starts earliest in the given audio?,Wood sounds,Thumping,Horse Neigh,Monotone Sounds,C
614395.mp3,Which sound event starts earliest in the given audio?,Human Speech,Bird Chirp,Card Reader,Atmospheric Sounds,D
650523.mp3,Which sound event starts earliest in the given audio?,Human Speech,White noise,Bell Ringing,Cat Meowing,A
467355.mp3,Which sound event starts earliest in the given audio?,Siren,Vehicle engine,Clock Ticking,Human Speech,B
96857.mp3,Which sound event starts earliest in the given audio?,Doorbell,Drums,Machine sounds,Water Dripping,C
514064.mp3,Which sound event starts earliest in the given audio?,Motorcycle driving by,Fire burning,Explosion,Monotone Sounds,D
671516.mp3,Which sound event starts earliest in the given audio?,Vehicle braking,Saxophone,Crying,Explosion,A
670126.mp3,Which sound event starts earliest in the given audio?,Bird Chirp,Atmospheric Sounds,Whistle,Airplane engine,B
18074.mp3,Which sound event starts earliest in the given audio?,Wood sounds,Screaming,Sheep_Goat Bleat,Bicycle,C
238562.mp3,Which sound event starts earliest in the given audio?,Car driving by,Ringing,Footsteps,Alarm sound,D
507856.mp3,Which sound event starts earliest in the given audio?,Cowbell Ringing,Security Alarm,Bird Chirp,Raining,A
639528.mp3,Which sound event starts earliest in the given audio?,Lawn Mower,Traffic Noise,Elevator,Bird Chirp,B
360883.mp3,Which sound event starts earliest in the given audio?,Atmospheric Sounds,Camera Shutter,White noise,Water Dripping,C
59728.mp3,Which sound event starts earliest in the given audio?,Fan,Clapping,Thud,Drums,D
205625.mp3,Which sound event starts earliest in the given audio?,Metallic Sounds,Horse Neigh,Bicycle,Clock Ticking,A
145552.mp3,Which sound event starts earliest in the given audio?,Wind,Train sound,Beeping,Camera Shutter,B
253712.mp3,Which sound event starts earliest in the given audio?,Explosion,Bird Chirp,Clapping,Motorcycle driving by,C
181024.mp3,Which sound event starts earliest in the given audio?,Atmospheric Sounds,Wood sounds,Electronic Beep,Beeping,D
234145.mp3,Which sound event starts earliest in the given audio?,Atmospheric Sounds,Electronic Beep,Insect Buzzing,Snoring,A
433574.mp3,Which sound event starts earliest in the given audio?,Security Alarm,Monotone Sounds,Piano Playing,Electronic Beep,B
188429.mp3,Which sound event starts earliest in the given audio?,Waves,Vehicle Horn Honk,Atmospheric Sounds,Dog Barking,C
415308.mp3,Which sound event starts earliest in the given audio?,Sniffing,Fan,Raining,Guitar Playing,D
244609.mp3,Which sound event starts earliest in the given audio?,Truck driving by,Human Speech,Atmospheric Sounds,Camera Shutter,A
369996.mp3,Which sound event starts earliest in the given audio?,Microwave,Bell Ringing,Doorbell,Car door sound,B
444523.mp3,Which sound event starts earliest in the given audio?,Bell Ringing,Insect Buzzing,Bicycle,Sniffing,C
58772.mp3,Which sound event starts earliest in the given audio?,Human Speech,Phone Ringing,Whirring,Siren,D
476057.mp3,Which sound event starts earliest in the given audio?,Dog Barking,Clicking,Wood sounds,Human Speech,A
735102.mp3,Which sound event starts earliest in the given audio?,Distant Sounds,Siren,Violin Playing,Announcement,B
348167.mp3,Which sound event starts earliest in the given audio?,Dog Barking,Door sounds,Wind,Fire Alarm,C
669356.mp3,Which sound event starts earliest in the given audio?,Wind,Monotone Sounds,Insect Buzzing,Human Speech,D
17134.mp3,Which sound event starts earliest in the given audio?,Fire burning,Beeping,Electronic Game,Sniffing,A
148759.mp3,Which sound event starts earliest in the given audio?,Cat Meowing,Distant Sounds,Helicopter sound,Violin Playing,B
222877.mp3,Which sound event starts earliest in the given audio?,Water Dripping,Distant Sounds,Rattling,Coughing,C
321049.mp3,Which sound event starts earliest in the given audio?,Trumpet,Distant Sounds,Jackhammer,Raining,D
515006.mp3,Which sound event starts earliest in the given audio?,Vehicle engine,Distant Sounds,Stream_River,Machine sounds,A
351118.mp3,Which sound event starts earliest in the given audio?,Trumpet,Bird Chirp,Distant Sounds,Car driving by,B
444526.mp3,Which sound event starts earliest in the given audio?,Human Speech,Car door sound,Atmospheric Sounds,Wind,C
582963.mp3,Which sound event starts earliest in the given audio?,Drums,Electronic Game,Rattling,Traffic Noise,D
787821.mp3,Which sound event starts earliest in the given audio?,Guitar Playing,Dog Barking,Waves,Clicking,A
391808.mp3,Which sound event starts earliest in the given audio?,Car door sound,Stream_River,Pig Oink,Bell Ringing,B
245595.mp3,Which sound event starts earliest in the given audio?,Cat Meowing,Ship_Boat sound,Human Speech,Doorbell,C
128137.mp3,Which sound event starts earliest in the given audio?,Whistle,Microwave,Monotone Sounds,Wolf Howl,D
342284.mp3,Which sound event starts earliest in the given audio?,Vehicle engine,Alarm sound,Hiccup,Door sounds,A
269032.mp3,Which sound event starts earliest in the given audio?,Train sound,Vehicle Horn Honk,Insect Buzzing,Card Reader,B
171121.mp3,Which sound event starts earliest in the given audio?,Car door sound,Singing,Clapping,Camera Shutter,C
93319.mp3,Which sound event starts earliest in the given audio?,Sheep_Goat Bleat,Squeaking,Human Speech,Traffic Noise,D
709280.mp3,Which sound event starts earliest in the given audio?,Humming,Piano Playing,Camera Shutter,Sewing Machine,A
456819.mp3,Which sound event starts earliest in the given audio?,Singing,Bird Chirp,Distant Sounds,Human Speech,B
695823.mp3,Which sound event starts earliest in the given audio?,Thud,Phone Ringing,Stream_River,Monotone Sounds,C
451402.mp3,Which sound event starts earliest in the given audio?,Piano Playing,Dog Barking,Lawn Mower,Human Speech,D
20008.mp3,Which sound event starts earliest in the given audio?,Distant Sounds,Sheep_Goat Bleat,Stream_River,Beeping,A
620488.mp3,Which sound event starts earliest in the given audio?,Car Honking,Raining,Jackhammer,Cowbell Ringing,B
195389.mp3,Which sound event starts earliest in the given audio?,Vehicle Horn Honk,Breathing,Ship_Boat sound,Thunder,C
482015.mp3,Which sound event starts earliest in the given audio?,Waves,Footsteps,Bird Chirp,Distant Sounds,D
127989.mp3,Which sound event starts earliest in the given audio?,Pig Oink,Guitar Playing,Siren,Car Honking,A
570786.mp3,Which sound event starts earliest in the given audio?,Bell Ringing,Crying,Keyboard sounds,ATM Machine,B
676589.mp3,Which sound event starts earliest in the given audio?,Monotone Sounds,Helicopter sound,Alarm sound,Crying,C
27814.mp3,Which sound event starts earliest in the given audio?,Wood sounds,Monotone Sounds,Car driving by,Bird Chirp,D
414246.mp3,Which sound event starts earliest in the given audio?,Vehicle engine,Insect Buzzing,Clock Ticking,Saxophone,A
71688.mp3,Which sound event starts earliest in the given audio?,Announcement,Door sounds,Vehicle engine,Distant Sounds,B
535627.mp3,Which sound event starts earliest in the given audio?,Stream_River,Power Saw,Atmospheric Sounds,Car Honking,C
77015.mp3,Which sound event starts earliest in the given audio?,Bird Chirp,Train sound,Bell Ringing,White noise,D
66305.mp3,Which sound event starts earliest in the given audio?,Dog Barking,Singing,White noise,Electronic Game,A
202752.mp3,Which sound event starts earliest in the given audio?,Helicopter sound,Shouting,Monkey sounds,Metallic Sounds,B
215186.mp3,Which sound event starts earliest in the given audio?,Cow Moo,Announcement,Button Press,Monotone Sounds,C
445336.mp3,Which sound event starts earliest in the given audio?,Insect Buzzing,Bell Ringing,Cheering,Metallic Sounds,D
501822.mp3,Which sound event starts earliest in the given audio?,Drums,Metallic Sounds,Dog Barking,Train sound,A
173017.mp3,Which sound event starts earliest in the given audio?,Sheep_Goat Bleat,Humming,Vehicle engine,Wood sounds,B
532239.mp3,Which sound event starts earliest in the given audio?,Cowbell Ringing,Rooster Crow,Fire burning,Atmospheric Sounds,C
69310.mp3,Which sound event starts earliest in the given audio?,Beeping,Washing Machine,Wind,Electronic Beep,D
482756.mp3,Which sound event starts earliest in the given audio?,Cranking,Human Speech,Bird Chirp,Monotone Sounds,A
659755.mp3,Which sound event starts earliest in the given audio?,ATM Machine,Trumpet,Monotone Sounds,Helicopter sound,B
219028.mp3,Which sound event starts earliest in the given audio?,Doorbell,Hiccup,Bell Ringing,Sheep_Goat Bleat,C
569591.mp3,Which sound event starts earliest in the given audio?,Atmospheric Sounds,Wind,Electronic Beep,Traffic Noise,D
168793.mp3,Which sound event starts earliest in the given audio?,Traffic Noise,Wolf Howl,Siren,Metallic Sounds,A
516098.mp3,Which sound event starts earliest in the given audio?,Distant Sounds,Bird Chirp,Metallic Sounds,Guitar Playing,B
504671.mp3,Which sound event starts earliest in the given audio?,Monotone Sounds,Siren,Insect Buzzing,Airplane sound,C
17613.mp3,Which sound event starts earliest in the given audio?,Monotone Sounds,Whistle,Thumping,Thunder,D
628547.mp3,Which sound event starts earliest in the given audio?,Car door sound,Waves,Microwave,Explosion,A
733474.mp3,Which sound event starts earliest in the given audio?,Vehicle Horn Honk,Wind,Ship_Boat sound,Bird Chirp,B
438791.mp3,Which sound event starts earliest in the given audio?,Atmospheric Sounds,Bell Ringing,Announcement,Machine sounds,C
204365.mp3,Which sound event starts earliest in the given audio?,Saxophone,Vehicle Horn Honk,Screaming,Car Honking,D
269107.mp3,Which sound event starts earliest in the given audio?,Clock Ticking,Explosion,Atmospheric Sounds,Insect Buzzing,A
681697.mp3,Which sound event starts earliest in the given audio?,Motorcycle driving by,Bell Ringing,Rustling,Electronic Beep,B
700444.mp3,Which sound event starts earliest in the given audio?,Truck driving by,Microwave,Raining,Cow Moo,C
238638.mp3,Which sound event starts earliest in the given audio?,Cow Moo,Car Honking,Power Saw,Human Speech,D
438816.mp3,Which sound event starts earliest in the given audio?,Human Speech,Waves,Bicycle,Fan,A
316872.mp3,Which sound event starts earliest in the given audio?,Atmospheric Sounds,Clapping,Jackhammer,Alarm sound,B
480631.mp3,Which sound event starts earliest in the given audio?,Thud,Stream_River,Footsteps,Monotone Sounds,C
159750.mp3,Which sound event starts earliest in the given audio?,Camera Shutter,Vehicle engine,Singing,Siren,D
720456.mp3,Which sound event starts earliest in the given audio?,Car Honking,Jackhammer,Beeping,Wood sounds,A
637394.mp3,Which sound event starts earliest in the given audio?,Beeping,Sewing Machine,Cowbell Ringing,Distant Sounds,B
738429.mp3,Which sound event starts earliest in the given audio?,Electronic Beep,Distant Sounds,Metallic Sounds,Doorbell,C
258099.mp3,Which sound event starts earliest in the given audio?,Cat Meowing,Drums,Beeping,Clock Ticking,D
521560.mp3,Which sound event starts earliest in the given audio?,Car driving by,Cowbell Ringing,Raining,Distant Sounds,A
316822.mp3,Which sound event starts earliest in the given audio?,Bell Ringing,Footsteps,Wolf Howl,Wind,B
266362.mp3,Which sound event starts earliest in the given audio?,Phone Dialing,Guitar Playing,Traffic Noise,Bird Chirp,C
426810.mp3,Which sound event starts earliest in the given audio?,Violin Playing,Power Saw,Doorbell,Human Speech,D
19278.mp3,Which sound event starts earliest in the given audio?,White noise,Cat Meowing,Motorcycle driving by,Siren,A
434083.mp3,Which sound event starts earliest in the given audio?,Bell Ringing,Human Speech,Explosion,White noise,B
158608.mp3,Which sound event starts earliest in the given audio?,Singing,Button Press,Bicycle,Cow Moo,C
422599.mp3,Which sound event starts earliest in the given audio?,Whirring,Thunder,Atmospheric Sounds,Bird Chirp,D
57619.mp3,Which sound event starts earliest in the given audio?,Bird Chirp,Vehicle Horn Honk,Thunder,Guitar Playing,A
685785.mp3,Which sound event starts earliest in the given audio?,Horse Neigh,Bell Ringing,Atmospheric Sounds,Car driving by,B
652465.mp3,Which sound event starts earliest in the given audio?,Crying,Horse Neigh,Raining,Electronic Beep,C
749745.mp3,Which sound event starts earliest in the given audio?,Distant Sounds,Elevator,Wood sounds,Hammer,D
125559.mp3,Which sound event starts earliest in the given audio?,Vehicle engine,Security Alarm,Bird Chirp,Bell Ringing,A
253080.mp3,Which sound event starts earliest in the given audio?,Electronic Beep,Raining,Pig Oink,Piano Playing,B
200280.mp3,Which sound event starts earliest in the given audio?,Atmospheric Sounds,Fan,Vacuum Cleaner,Bell Ringing,C
406540.mp3,Which sound event starts earliest in the given audio?,Whistle,Sheep_Goat Bleat,Vehicle Horn Honk,Car Honking,D
501008.mp3,Which sound event starts earliest in the given audio?,Clock Ticking,Explosion,Distant Sounds,Bell Ringing,A
620315.mp3,Which sound event starts earliest in the given audio?,Elevator,Breathing,Raining,Machine sounds,B
627057.mp3,Which sound event starts earliest in the given audio?,Monotone Sounds,Thumping,Wind,Whistle,C
558958.mp3,Which sound event starts earliest in the given audio?,Atmospheric Sounds,Electronic Beep,Airplane engine,Vehicle Horn Honk,D
476734.mp3,Which sound event starts earliest in the given audio?,Thunder,Siren,Car door sound,Monotone Sounds,A
623144.mp3,Which sound event starts earliest in the given audio?,ATM Machine,Distant Sounds,Singing,Cranking,B
521096.mp3,Which sound event starts earliest in the given audio?,Distant Sounds,Dog Barking,Thunder,Cowbell Ringing,C
509508.mp3,Which sound event starts earliest in the given audio?,Bird Chirp,Jackhammer,Card Reader,Bell Ringing,D
529222.mp3,Which sound event starts earliest in the given audio?,Car driving by,Clapping,Bell Ringing,Stream_River,A
351735.mp3,Which sound event starts earliest in the given audio?,Car door sound,Siren,Microwave,Rooster Crow,B
453256.mp3,Which sound event starts earliest in the given audio?,Phone Ringing,Trumpet,Chainsaw,Wood sounds,C
69444.mp3,Which sound event starts earliest in the given audio?,Atmospheric Sounds,Announcement,Fan,Vehicle braking,D
785616.mp3,Which sound event starts earliest in the given audio?,Airplane sound,Explosion,Bird Chirp,Microwave,A
745207.mp3,Which sound event starts earliest in the given audio?,Bus sound,Singing,Clapping,Rooster Crow,B
768910.mp3,Which sound event starts earliest in the given audio?,Bell Ringing,Vehicle Horn Honk,Cat Meowing,Atmospheric Sounds,C
51790.mp3,Which sound event starts earliest in the given audio?,Card Reader,Car Honking,Dog Barking,Shouting,D
758870.mp3,Which sound event starts earliest in the given audio?,Cat Meowing,Car door sound,Atmospheric Sounds,Announcement,A
744703.mp3,Which sound event starts earliest in the given audio?,Vehicle Horn Honk,Raining,Saxophone,Button Press,B
390162.mp3,Which sound event starts earliest in the given audio?,Elevator,Atmospheric Sounds,Power Drill,Car driving by,C
637975.mp3,Which sound event starts earliest in the given audio?,Hand Sander,Security Alarm,Vehicle engine,Stream_River,D
185127.mp3,Which sound event starts earliest in the given audio?,Helicopter sound,Metallic Sounds,Security Alarm,Monotone Sounds,A
407224.mp3,Which sound event starts earliest in the given audio?,Water Dripping,Vehicle engine,Pig Oink,Siren,B
210197.mp3,Which sound event starts earliest in the given audio?,Truck driving by,Singing,Distant Sounds,Waves,C
686767.mp3,Which sound event starts earliest in the given audio?,Monkey sounds,Wind,Distant Sounds,Squeaking,D
635608.mp3,Which sound event starts earliest in the given audio?,Grinding,Cowbell Ringing,Dog Barking,Wood sounds,A
361593.mp3,Which sound event starts earliest in the given audio?,Grinding,Piano Playing,Vehicle braking,Human Speech,B
96481.mp3,Which sound event starts earliest in the given audio?,Guitar Playing,Cheering,White noise,Elevator,C
255544.mp3,Which sound event starts earliest in the given audio?,Fire Alarm,Singing,Dog Barking,Monotone Sounds,D
449784.mp3,Which sound event starts earliest in the given audio?,Piano Playing,Monkey sounds,Distant Sounds,Footsteps,A
513815.mp3,Which sound event starts earliest in the given audio?,Electronic Game,Helicopter sound,Distant Sounds,Alarm sound,B
382952.mp3,Which sound event starts earliest in the given audio?,Train sound,Fire burning,Power Drill,Clapping,C
41332.mp3,Which sound event starts earliest in the given audio?,Snoring,Monotone Sounds,Power Drill,Piano Playing,D
689197.mp3,Which sound event starts earliest in the given audio?,Stream_River,Electronic Game,Trumpet,Bus sound,A
271229.mp3,Which sound event starts earliest in the given audio?,Humming,Bird Chirp,Rustling,Electronic Game,B
656691.mp3,Which sound event starts earliest in the given audio?,Card Reader,Distant Sounds,Clapping,Thunder,C
656432.mp3,Which sound event starts earliest in the given audio?,Bird Chirp,Atmospheric Sounds,Drums,Rustling,D
344088.mp3,Which sound event starts earliest in the given audio?,Raining,Singing,Wolf Howl,Bus sound,A
155440.mp3,Which sound event starts earliest in the given audio?,Insect Buzzing,Alarm sound,Electronic Beep,Monotone Sounds,B
57048.mp3,Which sound event starts earliest in the given audio?,Humming,Beeping,Wind,Drums,C
714716.mp3,Which sound event starts earliest in the given audio?,Beeping,Singing,Rattling,Distant Sounds,D
244293.mp3,Which sound event starts earliest in the given audio?,Cowbell Ringing,White noise,Water Dripping,Sheep_Goat Bleat,A
126127.mp3,Which sound event starts earliest in the given audio?,Distant Sounds,Raining,Crying,Traffic Noise,B
577846.mp3,Which sound event starts earliest in the given audio?,Saxophone,Door sounds,Raining,Distant Sounds,C
369658.mp3,Which sound event starts earliest in the given audio?,Bird Chirp,Thunder,Train sound,Distant Sounds,D
34267.mp3,Which sound event starts earliest in the given audio?,Water Dripping,Horse Neigh,Distant Sounds,Washing Machine,A
725199.mp3,Which sound event starts earliest in the given audio?,Security Alarm,Bird Chirp,Wind,Monotone Sounds,B
398208.mp3,Which sound event starts earliest in the given audio?,Insect Buzzing,Atmospheric Sounds,Raining,ATM Machine,C
622407.mp3,Which sound event starts earliest in the given audio?,Fire burning,Elevator,Human Speech,Bird Chirp,D
383726.mp3,Which sound event starts earliest in the given audio?,Hammer,Distant Sounds,Stream_River,Vehicle Horn Honk,A
96654.mp3,Which sound event starts earliest in the given audio?,Power Saw,Elevator,Airplane sound,Distant Sounds,B
757813.mp3,Which sound event starts earliest in the given audio?,Wind,Truck driving by,Bird Chirp,Electronic Beep,C
441935.mp3,Which sound event starts earliest in the given audio?,Footsteps,Bus sound,Squeaking,Bird Chirp,D
42388.mp3,Which sound event starts earliest in the given audio?,Monotone Sounds,Coughing,Cat Meowing,Hammer,A
197115.mp3,Which sound event starts earliest in the given audio?,Phone Dialing,Monotone Sounds,Grinding,Drums,B
23212.mp3,Which sound event starts earliest in the given audio?,Sleeping Sounds,Wolf Howl,Vehicle engine,Distant Sounds,C
658161.mp3,Which sound event starts earliest in the given audio?,Screaming,Siren,Ship_Boat sound,Wind,D
61838.mp3,Which sound event starts earliest in the given audio?,Power Saw,Wood sounds,ATM Machine,Atmospheric Sounds,A
65878.mp3,Which sound event starts earliest in the given audio?,Airplane sound,Bird Chirp,Microwave,Distant Sounds,B
705722.mp3,Which sound event starts earliest in the given audio?,Security Alarm,Thunder,Snoring,Violin Playing,C
48255.mp3,Which sound event starts earliest in the given audio?,Chainsaw,Distant Sounds,Electronic Beep,Drums,D
69212.mp3,Which sound event starts earliest in the given audio?,Vehicle engine,Cheering,Waves,Insect Buzzing,A
34157.mp3,Which sound event starts earliest in the given audio?,Car door sound,Human Speech,Bell Ringing,Explosion,B
501809.mp3,Which sound event starts earliest in the given audio?,Wood sounds,Vehicle engine,Metallic Sounds,Violin Playing,C
118713.mp3,Which sound event starts earliest in the given audio?,Airplane sound,Atmospheric Sounds,Fire burning,Bell Ringing,D
615892.mp3,Which sound event starts earliest in the given audio?,Machine sounds,Dog Barking,Electronic Beep,Whistle,A
647701.mp3,Which sound event starts earliest in the given audio?,Violin Playing,Wind,Cat Meowing,Microwave,B
344173.mp3,Which sound event starts earliest in the given audio?,Atmospheric Sounds,Fan,Wind,Bird Chirp,C
400640.mp3,Which sound event starts earliest in the given audio?,Ship_Boat sound,Card Reader,Guitar Playing,Footsteps,D
470979.mp3,Which sound event starts earliest in the given audio?,Siren,Cowbell Ringing,Airplane engine,Thud,A
752437.mp3,Which sound event starts earliest in the given audio?,Hiccup,Vehicle Horn Honk,Distant Sounds,Motorcycle driving by,B
253606.mp3,Which sound event starts earliest in the given audio?,Vehicle Horn Honk,Distant Sounds,Ship_Boat sound,Sheep_Goat Bleat,C
252694.mp3,Which sound event starts earliest in the given audio?,Doorbell,Horse Neigh,Electronic Game,Car driving by,D
510255.mp3,Which sound event starts earliest in the given audio?,Clapping,Guitar Playing,Insect Buzzing,Atmospheric Sounds,A
753073.mp3,Which sound event starts earliest in the given audio?,Beeping,Bell Ringing,Wood sounds,Machine sounds,B
688907.mp3,Which sound event starts earliest in the given audio?,Atmospheric Sounds,Wood sounds,Vehicle engine,Machine sounds,C
37549.mp3,Which sound event starts earliest in the given audio?,Train sound,Crying,Bird Chirp,Distant Sounds,D
128131.mp3,Which sound event starts earliest in the given audio?,Wolf Howl,Phone Dialing,Bell Ringing,Water Dripping,A
347347.mp3,Which sound event starts earliest in the given audio?,Monotone Sounds,Human Speech,Ship_Boat sound,Electronic Game,B
464497.mp3,Which sound event starts earliest in the given audio?,Microwave,Doorbell,Clapping,Ship_Boat sound,C
550259.mp3,Which sound event starts earliest in the given audio?,Chainsaw,Airplane engine,Alarm sound,Drums,D
744206.mp3,Which sound event starts earliest in the given audio?,Singing,Cat Meowing,Security Alarm,Clapping,A
18038.mp3,Which sound event starts earliest in the given audio?,Siren,Bird Chirp,Cranking,Electronic Game,B
186338.mp3,Which sound event starts earliest in the given audio?,Human Speech,Monotone Sounds,Washing Machine,Siren,C
77021.mp3,Which sound event starts earliest in the given audio?,White noise,Sheep_Goat Bleat,Electronic Game,Human Speech,D
376294.mp3,Which sound event starts earliest in the given audio?,Crying,Grinding,Traffic Noise,Vehicle Horn Honk,A
250381.mp3,Which sound event starts earliest in the given audio?,Rustling,Footsteps,Insect Buzzing,Atmospheric Sounds,B
640732.mp3,Which sound event starts earliest in the given audio?,Electronic Beep,Bird Chirp,Humming,Distant Sounds,C
98014.mp3,Which sound event starts earliest in the given audio?,Electronic Beep,Atmospheric Sounds,Doorbell,Saxophone,D
339986.mp3,Which sound event starts earliest in the given audio?,Piano Playing,Atmospheric Sounds,Doorbell,Airplane engine,A
352906.mp3,Which sound event starts earliest in the given audio?,Whistle,Wind,Saxophone,Clicking,B
394850.mp3,Which sound event starts earliest in the given audio?,Fire burning,Cranking,Bird Chirp,Shouting,C
784424.mp3,Which sound event starts earliest in the given audio?,Stream_River,Horse Neigh,Footsteps,Distant Sounds,D
200272.mp3,Which sound event starts earliest in the given audio?,Raining,Security Alarm,Rooster Crow,Drums,A
222808.mp3,Which sound event starts earliest in the given audio?,Card Reader,Clicking,Bicycle,Cowbell Ringing,B
560757.mp3,Which sound event starts earliest in the given audio?,Washing Machine,Guitar Playing,Distant Sounds,Sneezing,C
394848.mp3,Which sound event starts earliest in the given audio?,Breathing,Bird Chirp,Waves,Atmospheric Sounds,D
748743.mp3,Which sound event starts earliest in the given audio?,Raining,Car Honking,Trumpet,Clicking,A
387974.mp3,Which sound event starts earliest in the given audio?,Bell Ringing,Button Press,Elevator,Vehicle engine,B
468020.mp3,Which sound event starts earliest in the given audio?,Siren,Cranking,Dog Barking,Camera Shutter,C
59106.mp3,Which sound event starts earliest in the given audio?,Wood sounds,Atmospheric Sounds,Fan,Dog Barking,D
182715.mp3,Which sound event starts earliest in the given audio?,Singing,Sneezing,Vehicle Horn Honk,Cow Moo,A
14525.mp3,Which sound event starts earliest in the given audio?,Car driving by,Shouting,Camera Shutter,Alarm sound,B
637499.mp3,Which sound event starts earliest in the given audio?,Distant Sounds,Clapping,Truck driving by,Beeping,C
221499.mp3,Which sound event starts earliest in the given audio?,Elevator,Truck driving by,Shouting,Raining,D
